species,genus,subfamily,family,suborder,order
Asplenium_maguanense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_interjectum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_tenuifolium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_cordatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_haughtonii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_phillipsianum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_hallbergii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_bimixtum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_ruprechtii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_castaneoviride,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_uiryeongse,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_kitazawae,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_rhizophyllum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_pauperequitum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_flabellifolium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_dareoides,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_affine,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_hainanense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_nitidum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_lobulatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_athertonense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_baileyanum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_cuneatiforme,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_cuneatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_insiticium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_elmeri,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_haleakalense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_schizophyllum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_sphenotomum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_acuminatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_setisectum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_capitisyork,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_keysserianum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_sancti-christofori,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_attenuatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_carnarvonense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_bicentenniale,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_paleaceum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_laserpitiifolium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_pseudolaserpitiifolium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_sublaserpitiifolium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_confusum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_neolaserpitiifolium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_falcatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_polyodon,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_listeri,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_novoguineense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_yoshinagae,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_austrochinense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_simile,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_cyrtosorum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_oldhami,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_wilfordii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_pseudopraemorsum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_saxicola,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_caudatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_nigrescens,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_crinicaule,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_pellucidum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_trapezoideum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_fragrans,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_gueinzianum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_serratifolium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_ensiforme,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_holosorum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_scortechinii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_praemorsum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_aethiopicum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_linckii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_protensum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_contiguum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_lepturus,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_micantifrons,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_filidens,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_micropaleatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_serra,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_nitens,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_sulcatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_incurvatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_dissectum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_simii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_hemitomum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_lividum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_splendens,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_blastophorum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_petiolulatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_volkensii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_kinabaluense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_actiniopteroides,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_praegracile,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_ritoense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_wrightii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_alatulum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_shikokianum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_subcrenatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_bullatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_formosae,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_tenerum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_barteri,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_thunbergii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_bipartitum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_vulcanicum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_carruthersii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_pachychlamys,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_serricula,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_vittaeforme,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_acutiusculum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_sampsonii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_griffithianum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_scalare,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_prolongatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_bipinnatifidum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_sandersonii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_annobonense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_gemmiferum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_mannii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_anisophyllum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_boltonii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_elliottii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_smedsii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_feei,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_compressum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_theciferum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_loxoscaphoides,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_rutifolium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_daucifolium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_mauritiensis,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_angustum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_stuebelianum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_serratum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_emarginatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_currorii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_nidus,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_australasicum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_setoi,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_musifolium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_nidiforme,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_goudeyi,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_harmanii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_amboinense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_subemarginatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_horridum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_christii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_dregeanum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_preussii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_simplicifrons,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_antrophyoides,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_humbertii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_phyllitidis,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_antiquum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_cymbifolium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_kaulfussii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_quaylei,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_trigonopterum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_oblongifolium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_oligolepidum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_vieillardii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_obtusatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_lepidotum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_lyallii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_scleroprium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_pteridoides,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_bulbiferum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_hookerianum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_cimmeriorum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_richardii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_shuttleworthianum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_gibberosum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_subflexuosum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_stenolobum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_difforme,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_dimorphum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_appendiculatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_chathamense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_flaccidum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_haurakiense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_lamprophyllum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_milnei,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_surrogatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_insulanum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_scandens,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_marattioides,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_variabile,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_komarovii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_scolopendrium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_sagittatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_paucivenosum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_aureum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_lolegnamense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_parvifolium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_octoploideum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_dalhousiae,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_ceterach,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_hybridum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_punjabense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_cyprium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_chasmophilum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_adiantum-nigrum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_onopteris,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_montanum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_cuneifolium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_ruta-muraria,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_ciliatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_hispanicum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_pleurosorum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_subglandulosum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_simaoense,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_auritum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_sphaerosporum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_cuspidatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_erosum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_juglandifolium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_salicifolium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_tricholepis,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_pearcei,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_holophlebium,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_hastatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_auriculatum,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Asplenium_correardii,Asplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_cheilosorum,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_obliquissimum,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_filipes,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_amoenum,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_furfuraceum,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_latidens,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_quercicola,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_szechuanense,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_obscurum,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_excisum,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_tholiformis,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_obtusidentatum,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_pseudobscurum,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_phamhoanghoi,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_unilaterale,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_laterepens,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_ngheanense,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_apogamum,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_distans,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_cardiophyllum,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_hastifolium,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_pubirhizoma,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_quangnamense,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_chingii,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_speluncicola,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_hondoense,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_wangpeishanii,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_subnormale,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_wildii,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_delitescens,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_hoffmannii,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_laetum,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_triquetrum,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_riparium,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_volubile,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Hymenasplenium_praestans,Hymenasplenium,NA,Aspleniaceae,Aspleniineae,Polypodiales
Desmophlebium_lechleri,Desmophlebium,NA,Desmophlebiaceae,Aspleniineae,Polypodiales
Hemidictyum_marginatum,Hemidictyum,NA,Hemidictyaceae,Aspleniineae,Polypodiales
Diplaziopsis_cavaleriana,Diplaziopsis,NA,Diplaziopsidaceae,Aspleniineae,Polypodiales
Diplaziopsis_javanica,Diplaziopsis,NA,Diplaziopsidaceae,Aspleniineae,Polypodiales
Homalosorus_pycnocarpos,Homalosorus,NA,Diplaziopsidaceae,Aspleniineae,Polypodiales
Rhachidosorus_blotianus,Rhachidosorus,NA,Rhachidosoraceae,Aspleniineae,Polypodiales
Rhachidosorus_pulcher,Rhachidosorus,NA,Rhachidosoraceae,Aspleniineae,Polypodiales
Rhachidosorus_consimilis,Rhachidosorus,NA,Rhachidosoraceae,Aspleniineae,Polypodiales
Rhachidosorus_mesosorus,Rhachidosorus,NA,Rhachidosoraceae,Aspleniineae,Polypodiales
Cystopteris_bulbifera,Cystopteris,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Cystopteris_tennesseensis,Cystopteris,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Cystopteris_utahensis,Cystopteris,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Cystopteris_chinensis,Cystopteris,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Cystopteris_diaphana,Cystopteris,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Cystopteris_fragilis,Cystopteris,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Cystopteris_reevesiana,Cystopteris,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Cystopteris_laurentiana,Cystopteris,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Cystopteris_millefolia,Cystopteris,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Cystopteris_membranifolia,Cystopteris,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Cystopteris_tenuis,Cystopteris,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Cystopteris_alpina,Cystopteris,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Cystopteris_tasmanica,Cystopteris,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Cystopteris_douglasii,Cystopteris,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Cystopteris_sandwicensis,Cystopteris,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Cystopteris_protrusa,Cystopteris,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Cystopteris_pellucida,Cystopteris,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Cystopteris_moupinensis,Cystopteris,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Cystopteris_sudetica,Cystopteris,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Cystopteris_montana,Cystopteris,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Acystopteris_tenuisecta,Acystopteris,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Acystopteris_taiwaniana,Acystopteris,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Acystopteris_japonica,Acystopteris,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Gymnocarpium_dryopteris,Gymnocarpium,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Gymnocarpium_disjunctum,Gymnocarpium,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Gymnocarpium_brittonianum,Gymnocarpium,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Cystocarpium_roskamianum,Cystocarpium,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Gymnocarpium_jessoense,Gymnocarpium,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Gymnocarpium_remotepinnatum,Gymnocarpium,NA,Cystopteridaceae,Aspleniineae,Polypodiales
Gymnocarpium_appalachianum,Gymnocarpium,NA,Cystopteridaceae,Aspleniineae,Polypodiales
